"Nobel";"Country";"Year";"UniversityScore";"Popularity";"Productivity"
"no";"united states";1937;0;23.092901554164;4.81283422459893
"no";"united states";1942;24.9;25.3082962324327;16.5775401069519
"no";"poland";1949;73.7;0;65.7754010695187
"no";"india";1909;0;37.0299140351268;2.67379679144385
"no";"france";1921;0;0;0.17825311942959
"no";"united states";1940;0;32.8222761872054;30.8377896613191
"yes";"usa";1919;100;0;96.3833634719711
"no";"wales";1939;31.55;24.5575769256812;33.6898395721925
"no";"germany";1948;19.8;0;53.475935828877
"no";"hungary";1926;0;4.15744570314854;14.6167557932264
"no";"romania";1894;0;11.6714256579213;1.24777183600713
"no";"poland";1864;16.7;30.0133011457006;23.7076648841355
"no";"united states";1905;66.7;0;1.7825311942959
"no";"united states";1921;0;4.15744570314854;47.5935828877005
"no";"germany";1944;0;26.6879756386518;97.6868327402135
"no";"cumbria";1875;0;46.0345753190531;1.29946524064171
"no";"united states";1910;86.3;0;23.5294117647059
"no";"united states";1957;0;21.6580195106868;1.24777183600713
"no";"united states";1932;33.8;13.1787910765495;47.5935828877005
"no";"united states";1936;22.1;21.1508505292841;3.03030303030303
"no";"united states";1920;65.9;0;1.7825311942959
"no";"mexico";1925;0;20.5968021631723;2.13903743315508
"no";"peru";1951;79.4;58.5644153676689;0.20855614973262
"no";"united states";1945;80.7;6.58939553827474;0.89126559714795
"yes";"scotland";1907;96.6;0;0
"no";"united states";1925;49.8;6.58939553827474;26.0249554367201
"no";"ukraine";1945;33;0;1.42602495543672
"no";"united states";1911;86.3;4.15744570314854;53.8324420677362
"no";"germany";1905;0;40.4715266820067;62.9233511586453
"no";"switzerland";1894;0;0;4.45632798573975
"no";"germany";1904;0;24.6567184605535;14.9732620320856
"no";"united states";1918;0;25.4821613421792;24.5989304812834
"no";"united states";1934;87.05;6.58939553827474;42.0677361853832
"no";"india";1919;96.6;0;0
"no";"united states";1932;80.7;6.58939553827474;34.2245989304813
"no";"united states";1955;80.05;23.4640256653672;40.4634581105169
"yes";"china";1920;0;33.1360324448468;38.878842676311
"no";"germany";1975;0;11.6438176777672;7.82918149466192
"no";"united states";1904;87.05;10.7468412414233;1.06951871657754
"no";"united states";1986;93.4;0;4.27807486631016
"no";"poland";1952;33;12.4723371094456;8.19964349376114
"no";"east sussex";1944;37.95;32.1847286586798;6.77361853832442
"no";"united states";1931;57.25;0;0.35650623885918
"no";"united states";1943;0;16.9934048261356;46.524064171123
"no";"united states";1961;100;35.1010791587423;41.1764705882353
"no";"united states";1859;65.9;0;3.74331550802139
"no";"united states";1873;58.15;0;4.81283422459893
"no";"australia";1912;13.3;4.15744570314854;1.42602495543672
"no";"france";1943;0;21.3247156390307;35.1158645276292
"no";"united states";1942;80;15.8962841486186;14.7686832740214
"yes";"usa";1915;100;0;39.6021699819168
"no";"italy";1865;0;0;30.8377896613191
"no";"united kingdom";1965;0;8.31489140629709;1.42602495543672
"no";"united states";1898;86.3;14.3823991182398;0.53475935828877
"no";"germany";1953;0;14.3823991182398;28.8770053475936
"no";"netherlands";1919;79.4;9.65328998110935;13.903743315508
"no";"united states";1928;33.8;28.6142147718746;31.0160427807487
"no";"united states";1883;100;6.58939553827474;19.6078431372549
"no";"united states";1948;52.65;47.0185338721368;47.0588235294118
"no";"united states";1915;89.7;0;2.31729055258467
"no";"united kingdom";1881;0;27.6811527196207;6.41711229946524
"no";"australia";1938;19.2;18.5398448213884;56.50623885918
"no";"united states";1914;65.9;38.3382477535123;53.2976827094474
"no";"south africa";1925;0;0;2.85204991087344
"no";"sweden";1968;0;4.15744570314854;88.5918003565062
"no";"united states";1942;100;0;13.3689839572193
"no";"united states";1958;66.7;5.01471932029489;47.3309608540925
"no";"wales";1925;21;0;0.53475935828877
"no";"united states";1872;50.4;0;54.9019607843137
"no";"united kingdom";1941;0;38.0501272916391;92.6916221033868
"no";"netherlands";1920;20;4.15744570314854;14.9732620320856
"no";"united states";1925;49.85;0;15.3297682709447
"no";"united kingdom";1902;18;4.15744570314854;8.73440285204991
"no";"united states";1949;0;0;19.2513368983957
"no";"united states";1943;80.05;49.5816362444072;0.911032028469751
"no";"serbia";1933;0;0;0
"yes";"united kingdom";1911;0;0;9.40325497287523
"no";"austria";1922;45.55;0;11.7647058823529
"no";"ukraine";1888;0;6.58939553827474;1.42602495543672
"no";"united states";1879;49.8;4.15744570314854;18.716577540107
"no";"united states";1924;0;14.3823991182398;0.299465240641711
"yes";"united kingdom";1856;96.6;30.8742924948797;20.855614973262
"no";"united states";1964;90.35;19.7681866148242;20.1426024955437
"no";"poland";1929;0;6.58939553827474;0.53475935828877
"no";"united states";1954;86.3;0;5.87188612099644
"no";"italy";1879;0;23.4640256653672;33.3333333333333
"no";"canada";1872;100;6.58939553827474;3.5650623885918
"no";"hertfordshire";1922;0;35.2710034494911;13.0124777183601
"no";"spain";1941;0;0;12.1212121212121
"no";"united states";1888;86.3;0;0.35650623885918
"no";"austria";1923;0;4.15744570314854;97.6827094474153
"no";"india";1911;59;4.15744570314854;2.49554367201426
"no";"tunisia";1928;89.6;16.6297828125942;16.9340463458111
"no";"austria";1923;86.3;0;28.3422459893048
"yes";"united kingdom";1912;0;18.8064632171355;0.221033868092692
"no";"united kingdom";1954;0;45.125286422444;76.2923351158645
"no";"united kingdom";1940;96.6;0;0.35650623885918
"no";"united states";1961;96.7;60.4834341344176;0.907308377896613
"no";"united states";1935;47.1;0;0.35650623885918
"no";"russia";1962;0;11.6714256579213;13.903743315508
"no";"united states";1943;33.6;0;90.017825311943
"no";"united kingdom";1957;9.4;53.2983685242655;30.8377896613191
"no";"england";1950;34.1;65.2922827288622;0.415329768270945
"no";"united states";1872;33.6;0;5.70409982174688
"no";"united states";1940;63.6;0;2.85204991087344
"no";"united states";1924;65.9;21.3247156390307;25.668449197861
"yes";"usa";1912;86.3;82.6583142256238;0.364768683274021
"no";"hertfordshire";1968;54.9;40.8334920386397;0.714795008912656
"no";"iran";1963;0;21.3247156390307;8.55614973262032
"no";"united states";1892;93.4;8.31489140629709;0.89126559714795
"no";"hertfordshire";1919;0;51.2171945053888;63.9928698752228
"yes";"germany";1903;0;0;0.723327305605787
"no";"united states";1872;80.7;12.4723371094456;6.59536541889483
"no";"greece";1928;0;11.6714256579213;40.1069518716578
"yes";"germany";1879;0;50.0037978261588;34.7197106690778
"no";"united states";1933;79.4;27.4387792869058;23.7076648841355
"no";"united states";1900;53.85;23.4640256653672;19.4295900178253
"no";"united states";1948;0;0;4.27807486631016
"no";"united states";1945;0;13.1787910765495;64.7058823529412
"no";"united states";1933;65.9;10.7468412414233;5.88235294117647
"no";"netherlands";1936;50.4;32.7716604750231;93.4046345811052
"no";"ukraine";1921;33;9.65328998110935;7.66488413547237
"no";"canada";1961;17.2;34.8727264208939;16.5775401069519
"no";"cumbria";1901;54.9;0;9.09090909090909
"no";"russia";1953;33;9.65328998110935;21.5686274509804
"no";"greece";1953;93.4;24.1437627673669;43.3155080213904
"yes";"poland";1937;49.8;35.5492654816028;0.181818181818182
"no";"united states";1878;0;8.31489140629709;4.09982174688057
"no";"united kingdom";1939;0;8.31489140629709;3.20855614973262
"no";"israel";1956;0;20.9717946565146;70.4099821746881
"no";"france";1904;0;4.15744570314854;15.3297682709447
"no";"germany";1898;0;6.58939553827474;4.63458110516934
"yes";"usa";1936;0;48.2318019679344;87.8787878787879
"no";"united states";1890;33.6;6.58939553827474;10.873440285205
"no";"united states";1948;80.7;8.31489140629709;13.7254901960784
"no";"romania";1930;0;31.9562085889869;54.0106951871658
"no";"tanzania";1981;0;31.012181930834;21.74688057041
"no";"australia";1903;13.3;0;21.9251336898396
"no";"united states";1948;0;19.7681866148242;6.06060606060606
"no";"india";1964;0;13.8107356842579;8.9126559714795
"no";"italy";1858;0;40.0410956664994;28.698752228164
"no";"austria";1929;0;0;36.1853832442068
"no";"austria";1920;0;22.125627090555;41.3547237076649
"no";"united states";1959;73.7;0;29.9465240641711
"no";"united states";1938;93.4;16.6297828125942;57.7540106951872
"no";"united states";1951;31.9;26.6466948072449;86.6310160427808
"no";"netherlands";1943;0;6.58939553827474;15.6862745098039
"no";"united kingdom";1864;0;0;3.20855614973262
"no";"united states";1925;36.25;12.4723371094456;0.17825311942959
"no";"united kingdom";1862;54.9;20.1967922141704;13.7254901960784
"no";"united states";1932;0;0;12.8342245989305
"no";"armenia";1930;0;0;0.89126559714795
"no";"scotland";1852;24.9;4.15744570314854;0.71301247771836
"no";"england";1860;0;10.7468412414233;18.716577540107
"no";"england";1913;36.2;0;0.71301247771836
"yes";"germany";1881;0;39.3948472367523;0.532976827094474
"no";"greece";1943;0;25.2194364397845;0
"no";"armenia";1952;0;16.9934048261356;0.35650623885918
"no";"united states";1964;33.55;17.6605279880525;17.1122994652406
"no";"france";1870;0;27.3766240540175;8.9126559714795
"no";"switzerland";1914;65.9;0;46.3458110516934
"no";"australia";1939;0;4.15744570314854;6.59536541889483
"no";"germany";1978;22.6;13.8107356842579;15.1515151515152
"no";"china";1918;0;24.5575769256812;64.5276292335116
"no";"united states";1938;65.9;36.3561718624605;18.0035650623886
"no";"united states";1954;0;13.1787910765495;30.3030303030303
"no";"united states";1936;86.3;0;16.0427807486631
"no";"united states";1947;0;0;0
"no";"united states";1968;50.4;4.15744570314854;9.26916221033868
"no";"hungary";1944;0;6.58939553827474;68.9839572192513
"no";"united states";1922;14.9;0;7.66488413547237
"no";"australia";1975;0;0;19.0730837789661
"no";"united states";1921;86.3;8.31489140629709;57.7540106951872
"yes";"cyprus";1948;16.3;46.2557794060336;32.0284697508897
"no";"germany";1966;19.8;4.15744570314854;50.8021390374332
"no";"united states";1905;79.4;0;16.2210338680927
"no";"japan";1921;0;13.1787910765495;10.3386809269162
"no";"germany";1962;54.7;12.4723371094456;9.26916221033868
"no";"united states";1922;0;8.31489140629709;23.3511586452763
"no";"england";1926;0;13.1787910765495;25.3119429590018
"no";"argentina";1987;24;6.58939553827474;1.60427807486631
"no";"united states";1939;66.8;0;36.7201426024955
"no";"united states";1940;51.4;14.3823991182398;94.8306595365419
"yes";"hungary";1862;13.3;0;0.361663652802893
"no";"canada";1904;100;15.8288713610698;14.0819964349376
"no";"united states";1915;65.9;6.58939553827474;5.88235294117647
"no";"argentina";1900;0;8.31489140629709;3.5650623885918
"no";"switzerland";1921;0;21.3247156390307;5.52584670231729
"no";"united kingdom";1879;56.45;0;1.42602495543672
"no";"united states";1858;0;10.7468412414233;1.60427807486631
"no";"united states";1934;0;0;0.35650623885918
"no";"italy";1871;0;11.6714256579213;35.1158645276292
"no";"united states";1933;79.4;0;33.5115864527629
"no";"hungary";1916;0;32.212691069692;85.7397504456328
"no";"japan";1948;0;11.6714256579213;23.5294117647059
"no";"united states";1888;33.6;4.15744570314854;3.03030303030303
"no";"scotland";1966;36.2;19.5418229090944;41.3547237076649
"no";"poland";1940;0;26.2830727937035;37.2549019607843
"no";"united states";1940;94.8;22.8320810576588;18.0035650623886
"no";"netherlands";1951;9.4;21.4936824828466;92.156862745098
"no";"united states";1869;18.8;19.3065799622187;74.6880570409982
"no";"united states";1931;16.3;17.336236779698;6.06060606060606
"no";"united states";1854;49.8;0;0
"no";"india";1961;31.6;15.3843772059459;45.0980392156863
"yes";"norway";1903;50.4;23.4640256653672;15.3297682709447
"no";"israel";1909;33.6;4.15744570314854;10.6951871657754
"no";"moldova";1894;0;25.3958587554102;60.427807486631
"no";"united states";1874;100;9.65328998110935;8.9126559714795
"no";"south africa";1935;0;6.58939553827474;26.5597147950089
"no";"scotland";1852;24.9;4.15744570314854;1.96078431372549
"no";"mexico";1901;49.7;0;0
"no";"united states";1931;100;0;37.2549019607843
"no";"germany";1949;0;0;77.5401069518716
"yes";"faroe islands";1860;0;51.0467131624035;2.7124773960217
"no";"united states";1907;100;0;20.6773618538324
"no";"greece";1953;80.7;6.58939553827474;23.1729055258467
"no";"united states";1925;0;0;1.7825311942959
"no";"united states";1935;0;0;48.8413547237077
"no";"canada";1917;0;0;2.49554367201426
"no";"netherlands";1931;20;0;14.4385026737968
"no";"mexico";1947;93.4;32.0141600185401;27.807486631016
"no";"australia";1900;0;9.65328998110935;9.09090909090909
"no";"germany";1873;0;41.426206125511;19.4295900178253
"no";"iran";1967;0;19.3065799622187;23.8859180035651
"no";"united states";1930;86.3;24.8502167344708;1.60427807486631
"no";"canada";1932;49.8;75.4785336652218;51.1586452762923
"no";"united kingdom";1886;13.3;0;1.42602495543672
"no";"united states";1923;0;0;1.96078431372549
"no";"japan";1931;37.2;22.963908920284;64.349376114082
"no";"germany";1909;0;0;11.2299465240642
"no";"canada";1953;66.4;14.3823991182398;17.2905525846702
"no";"united states";1952;10.9;13.1787910765495;5.16934046345811
"no";"netherlands";1924;20;7.94814207430928;88.0782918149466
"no";"sweden";1870;27.4;24.456769068726;5.88235294117647
"no";"india";1960;0;19.5418229090944;16.5775401069519
"no";"united states";1880;100;0;5.16934046345811
"no";"bangladesh";1932;0;11.6714256579213;1.42602495543672
"no";"germany";1861;96.6;0;0.35650623885918
"no";"namibia";1930;96.6;6.58939553827474;1.24777183600713
"no";"norfolk";1923;20;4.15744570314854;3.20855614973262
"no";"united states";1935;70;0;57.0409982174688
"no";"bulgaria";1911;0;13.8107356842579;2.49554367201426
"no";"united kingdom";1945;0;45.3852795331771;0.270944741532977
"no";"india";1974;54.9;32.9716098668506;52.0499108734403
"no";"united kingdom";1919;0;35.9960441259178;83.2442067736185
"no";"uruguay";1958;86.3;0;16.1921708185053
"no";"bangladesh";1885;96.6;13.1787910765495;0.35650623885918
"no";"china";1958;100;14.3823991182398;0.265597147950089
"no";"germany";1967;0;0;26.5597147950089
"no";"armenia";1949;0;8.31489140629709;9.98217468805704
"no";"austria";1941;0;23.699268612243;99.4652406417112
"yes";"usa";1915;80.7;64.0791351309795;0.198915009041591
"no";"united states";1881;49.8;15.8288713610698;1.24777183600713
"no";"united states";1938;86.3;35.2710034494911;10.873440285205
"yes";"australia";1917;22.4;0;2.7124773960217
"no";"sweden";1884;27.4;0;2.31729055258467
"no";"sri lanka";1870;0;24.7542478663208;0.89126559714795
"no";"united states";1960;100;45.8578943678229;42.8825622775801
"no";"united states";1929;93.4;4.15744570314854;2.13903743315508
"no";"united states";1958;33.8;40.1757181175044;0.50445632798574
"no";"india";1937;0;4.15744570314854;96.4349376114082
"no";"argentina";1939;86.3;0;3.02491103202847
"no";"united states";1953;39.1;23.9256323179728;36.0071301247772
"no";"united states";1916;93.4;8.31489140629709;6.41711229946524
"no";"england";1964;100;5.01471932029489;61.0320284697509
"no";"germany";1861;13.3;15.3843772059459;56.8627450980392
"no";"china";1987;0;0;16.9340463458111
"no";"germany";1851;0;19.7681866148242;10.1604278074866
"no";"bulgaria";1926;0;0;3.5650623885918
"no";"united states";1931;0;10.7468412414233;72.0142602495544
"no";"united states";1951;0;56.3529656565019;0.470588235294118
"no";"united kingdom";1943;0;30.6250846376239;15.1515151515152
"no";"italy";1984;0;9.65328998110935;25.4901960784314
"yes";"java, dutch east indies";1860;9.4;29.7667763241857;16.0427807486631
"no";"united states";1942;0;0;48.3065953654189
"no";"china";1930;17.2;12.4723371094456;61.8538324420677
"no";"germany";1917;0;0;8.19964349376114
"no";"iran";1964;0;6.58939553827474;2.85204991087344
"no";"united states";1943;79.4;4.15744570314854;24.0641711229947
"no";"united states";1976;80.05;15.3843772059459;49.1978609625668
"yes";"united kingdom";1897;0;0;8.1374321880651
"no";"ukraine";1914;0;23.4640256653672;36.541889483066
"no";"united states";1856;49.8;0;0.35650623885918
"no";"united states";1931;50.4;20.9717946565146;39.0374331550802
"no";"united states";1902;29;23.3428513158426;7.66488413547237
"no";"united kingdom";1903;0;0;4.81283422459893
"no";"ukraine";1856;0;0;4.45632798573975
"no";"england";1885;96.6;29.7667763241857;6.06060606060606
"yes";"british west indies";1915;93.4;0;1.08499095840868
"no";"austria";1868;0;0;0
"no";"united kingdom";1873;28.6;0;2.31729055258467
"no";"england";1900;9.4;9.65328998110935;3.38680926916221
"no";"france";1957;54.3;21.4936824828466;20.1426024955437
"no";"united states";1896;86.3;12.4723371094456;26.9162210338681
"no";"ukraine";1937;0;0;24.0641711229947
"no";"united states";1939;0;6.58939553827474;0.17825311942959
"no";"united states";1941;100;38.5649835505787;0.185383244206774
"no";"georgia";1964;0;36.575800108416;35.650623885918
"no";"australia";1951;46.35;0;17.4688057040998
"no";"poland";1888;0;0;1.24777183600713
"no";"germany";1861;13.3;13.8107356842579;61.6755793226381
"no";"united states";1900;80.7;8.31489140629709;2.85204991087344
